Stop_ID,Stop_name,Stop_lat,Stop_long,2018-19,2019-20,2020-21
19103,48-Wilson/Chapel,-37.843635,144.994894,45600,33050,5550
18607,49-Arthur/Chapel,-37.841973,144.995051,18250,25150,5550
19018,49-Arthur/Hawthorn,-37.86773,145.025749,25300,19050,12350
19057,49-Belmont/Malvern,-37.85405,145.04842,24350,21850,11500
18568,49-Buchanan/Doncaster,-37.793941,145.077723,41000,24050,47750
17944,49-Central Park/Cordite,-37.76885,144.87783,148050,89900,28400
18362,49-Cityview/Doncaster,-37.793758,145.077462,17850,650,#N/A
19665,49-Essendon North Primary School,-37.741702,144.903022,19950,31500,10750
19472,49-Essendon North PS,-37.741497,144.902879,56150,29600,13150
19433,49-Glyndon/Riversdale,-37.833905,145.079273,4000,17400,#N/A
19767,49-Glyndon/Riversdale,-37.834081,145.07965,3900,1350,4800
16752,49-Harold Holt Swim Centre,-37.858457,145.044194,11250,#N/A,#N/A
16761,49-Harold Holt Swim Centre,-37.858669,145.044703,79150,36800,8500
17919,49-Highpoint Shopping Centre,-37.773252,144.882153,14650,11550,4700
18492,49-Highpoint Shopping Centre,-37.773277,144.882307,46400,72650,7100
18952,49-Kenilworth/Malvern,-37.8539,145.04832,10300,8750,3500
18392,49-Kooyong/Glenhuntly,-37.8861,145.01509,59800,26500,37850
18986,49-Kooyong/Glenhuntly,-37.88596,145.01487,35050,12200,9300
4197,49-Murray/Plenty,-37.73889,145.01137,67450,60700,40800
4506,49-Murray/Plenty,-37.73873,145.01167,89200,47800,45200
18737,49-Northcote/Whitehorse,-37.813693,145.087957,33750,18500,19350
19411,49-Northcote/Whitehorse,-37.81355,145.087753,16050,70650,5400
19102,49-Palermo/Chapel,-37.841936,144.995208,25650,14450,12500
2232,49-Tooronga/Wattletree,-37.863833,145.040025,77750,33650,20650
980,49-Tooronga/Wattletree,-37.863986,145.04028,6050,2850,850
21076,49-Tyrone/Camberwell,-37.84414,145.07143,9600,4750,#N/A
18431,49-Wanda/Hawthorn,-37.867993,145.025524,33700,18750,5550
21077,49-Wilson/Camberwell,-37.84443,145.07152,5250,4750,3100
18211,4-Collins/William,-37.81746,144.95909,243750,131950,38950
18469,4-Collins/William,-37.81782,144.95917,405250,199950,104750
18089,4-Elizabeth/Flinders,-37.818234,144.964625,2595900,1361000,399100
18176,4-Elizabeth/Flinders,-37.818413,144.964282,2593650,1971800,1056350
17596,4-Queen/Bourke,-37.81525,144.95983,190000,125000,74050
17886,4-Queen/Bourke,-37.81512,144.96005,280200,187600,44500
18032,4-Queen/La Trobe,-37.811003,144.959117,10900,19750,7100
18044,4-Queen/La Trobe,-37.811062,144.958714,13700,22250,3550
19492,4-Queensberry/Swanston,-37.805631,144.963106,883400,835850,225650
19693,4-Queensberry/Swanston,-37.805136,144.963111,187000,222750,84250
1789,50-Anderson/Wattletree,-37.86423,145.043379,20000,12650,11250
16753,50-Belmont/High,-37.858943,145.048258,4800,18950,#N/A
16760,50-Belmont/High,-37.859106,145.04841,44650,53350,9100
18953,50-Burke/Malvern,-37.85432,145.05149,9750,8750,4850
19473,50-Cooper/Keilor,-37.740029,144.899347,43700,88950,27200
19666,50-Cooper/Keilor,-37.740205,144.899413,5000,27950,19150
18567,50-Dight/Doncaster,-37.794373,145.080934,41000,26950,7250
21078,50-Fordham Gardens,-37.84591,145.07341,14350,20050,4650
19056,50-Glenarm/Malvern,-37.85442,145.0513,24950,10600,5350
18430,50-Inkerman/Hawthorn,-37.869699,145.025186,46800,44500,10450
19017,50-Inkerman/Hawthorn,-37.86951,145.025406,45400,34550,25200
18393,50-Royal/Glenhuntly,-37.8865,145.01826,29000,12500,13450
18987,50-Royal/Glenhuntly,-37.88639,145.01833,15700,7200,1550
21079,50-Smith/Camberwell,-37.84591,145.0732,31600,8850,5050
4196,50-Sylvester/Plenty,-37.73684,145.01242,9450,6500,15750
4505,50-Sylvester/Plenty,-37.73687,145.01257,52500,16900,7850
18606,50-Toorak/Chapel,-37.839644,144.995501,90850,67800,15550
19101,50-Toorak/Chapel,-37.839342,144.995781,210050,115150,89400
1185,50-Vincent/Wattletree,-37.864388,145.04371,450,#N/A,5450
19432,50-Wattle Valley/Riversdale,-37.834122,145.0812,16700,7850,1350
19768,50-Wattle Valley/Riversdale,-37.834291,145.08151,16100,6300,25750
17920,50-Wests/Williamson,-37.77521,144.882146,8250,4300,8050
18479,50-Wharton/Whitehorse,-37.814107,145.091381,49100,13900,22600
19412,50-Wharton/Whitehorse,-37.814028,145.091689,10050,23750,19350
18493,50-Williamson/Wests,-37.774932,144.881995,18900,53050,6550
19055,51A-Malvern/Burke,-37.8545,145.052267,55800,8150,2600
18429,51-Balaclava/Hawthorn,-37.87289,145.0246,12700,16200,7050
19016,51-Balaclava/Hawthorn,-37.87237,145.02478,88750,42800,27650
18566,51-Balwyn/Doncaster,-37.794655,145.084536,190300,105600,32450
19667,51-Bradshaw/Keilor,-37.738774,144.895921,5000,#N/A,3300
21196,51-Bradshaw/Keilor,-37.738525,144.895862,6250,37450,18550
16754,51-Burke/High,-37.859309,145.051208,1600,#N/A,#N/A
16759,51-Burke/High,-37.859483,145.051501,16250,38700,13600
18954,51-Gardiner Railway Station,-37.85272,145.052683,46200,54250,5800
18464,51-Hawthorn/Balaclava,-37.872792,145.024948,37550,15200,1900
18645,51-Hawthorn/Balaclava,-37.87257,145.024433,143350,153700,74050
18394,51-Hawthorn/Glenhuntly,-37.88698,145.02218,69150,54400,34700
19070,51-Hawthorn/Glenhuntly,-37.88681,145.02176,63550,51300,28600
19431,51-Highfield/Riversdale,-37.834371,145.08485,15950,27950,1000
19769,51-Highfield/Riversdale,-37.834537,145.085146,48200,13600,5650
18605,51-Malcolm/Chapel,-37.836375,144.996167,37650,39850,26500
19100,51-Malcolm/Chapel,-37.836363,144.996341,66800,43350,17450
18738,51-Narrak/Whitehorse,-37.814564,145.095175,52150,5850,10750
19413,51-Narrak/Whitehorse,-37.814405,145.09479,10050,208150,2150
1696,51-Nott/Wattletree,-37.864616,145.046571,20000,7050,11800
21080,51-Toorak/Camberwell,-37.84783,145.07558,4800,23300,1550
17921,51-Williamson/Rosamond,-37.775843,144.885616,46750,9550,23300
18494,51-Williamson/Rosamond,-37.776101,144.885668,80750,20950,44200
4195,51-Wood/Plenty,-37.73447,145.01357,9450,19300,11800
4504,51-Wood/Plenty,-37.73432,145.01382,56000,11250,11800
19053,52-Bickleigh/Burke,-37.84988,145.05322,11250,4100,2350
16758,52-Boyanda/High,-37.85978,145.054184,14200,#N/A,13600
1575,52-Burke/Wattletree,-37.865076,145.050069,157850,81650,34600
18463,52-Caulfield Park Bowling Club,-37.87314,145.02814,2450,4100,500
18646,52-Caulfield Park Bowling Club,-37.873112,145.028542,19650,16550,3900
20525,52-Dandenong/Glenferrie,-37.866122,145.027429,23750,11750,1100
18428,52-Halstead/Hawthorn,-37.87525,145.02415,9500,8550,1100
19015,52-Halstead/Hawthorn,-37.87494,145.02436,13150,29000,6650
18955,52-Harris/Burke,-37.84978,145.05306,6900,3750,4100
20774,52-Hoffmans/Keilor,-37.737479,144.892549,5000,21150,28950
18395,52-Jasmine/Glenhuntly,-37.88722,145.02414,22900,12800,5050
19071,52-Jasmine/Glenhuntly,-37.88711,145.02412,11450,57350,14400
19430,52-Lockhart/Riversdale,-37.834753,145.088135,2500,#N/A,4950
19770,52-Lockhart/Riversdale,-37.834924,145.088534,22100,15850,7050
18495,52-River/Rosamond,-37.778817,144.885152,6100,8650,8250
17922,52-Rosamond/River,-37.779303,144.885443,6450,3350,2350
21081,52-Summerhill/Toorak,-37.8482,145.07708,18450,10450,9000
21082,52-Summerhill/Toorak,-37.84836,145.07741,18850,13850,5950
22305,52-Treadwell/Keilor,-37.737155,144.892303,162250,66400,41850
4503,52-Tyler/Plenty,-37.73099,145.01476,57750,18300,14450
19669,53A-Matthews/Keilor,-37.736548,144.890167,10000,3950,7200
18462,53-Caulfield Park,-37.87364,145.03204,13900,4900,13350
18647,53-Caulfield Park,-37.873495,145.031928,15200,28400,4250
18427,53-Crotonhurst/Hawthorn,-37.87749,145.02372,15850,25700,6650
19429,53-Essex/Riversdale,-37.835085,145.090948,3350,21750,8100
19771,53-Essex/Riversdale,-37.835218,145.090965,31100,8750,4950
4193,53-Ethel/Plenty,-37.72913,145.01721,10550,35100,6450
4502,53-Ethel/Plenty,-37.72912,145.01752,27350,7200,9650
18956,53-Faircroft/Burke,-37.84817,145.05339,1950,2600,#N/A
18396,53-Glenhuntly Tram Depot,-37.88761,145.02711,47700,45750,8350
19072,53-Glenhuntly Tram Depot,-37.887473,145.026805,25700,20250,8300
21083,53-Highfield/Toorak,-37.84874,145.08181,35550,31050,20350
18603,53-Howard/Church,-37.832765,144.996629,26950,17000,8000
19098,53-Howard/Church,-37.832724,144.996776,34650,21200,8000
19052,53-Howitt/Burke,-37.84788,145.05363,14650,1350,9300
19475,53-Keilor/Matthews,-37.735967,144.889341,56150,26300,29050
19670,53-Keilor/Matthews,-37.735393,144.889238,36250,16650,17850
21084,53-Lithgow/Toorak,-37.84892,145.0823,7250,21350,11950
20526,53-Malvern Railway Station,-37.86432,145.028093,30500,32850,24550
20527,53-Malvern Railway Station,-37.865297,145.027785,6500,3000,1400
16757,53-Malvern/High,-37.860042,145.056584,194900,184050,32300
17923,53-Maribyrnong College,-37.779636,144.888256,12900,17950,1650
18496,53-Maribyrnong College,-37.779549,144.888097,11350,1450,3950
19014,53-Northcote/Hawthorn,-37.87721,145.02392,4050,2100,6650
19414,53-Union/Whitehorse,-37.814973,145.099281,26100,12150,5800
19786,53-Union/Whitehorse,-37.815108,145.099522,52150,8850,3700
18602,54-Balmain/Church,-37.830478,144.996998,5800,10050,#N/A
18397,54-Bambra/Glenhuntly,-37.88784,145.0289,25750,18150,21600
19073,54-Bambra/Glenhuntly,-37.88767,145.02869,11800,11600,5900
19097,54-Cotter/Church,-37.830371,144.997183,34650,19400,6000
19477,54-Fullarton/Matthews,-37.732357,144.889836,15100,231000,23400
18426,54-Glen Eira/Hawthorn,-37.88013,145.02321,39100,31550,5300
19013,54-Glen Eira/Hawthorn,-37.87993,145.0234,22250,10300,5400
17924,54-Gordon/River,-37.78002,144.891243,12650,6550,2650
18497,54-Gordon/River,-37.779916,144.89124,19600,10700,6600
21086,54-Grandview/Toorak,-37.8492,145.08459,4350,5900,21200
19416,54-Inglisby/Whitehorse,-37.815421,145.103111,20050,5900,12500
19785,54-Inglisby/Whitehorse,-37.815451,145.102775,52150,7900,12900
18461,54-Kambrook/Balaclava,-37.874032,145.036125,9000,4100,7950
18648,54-Kambrook/Balaclava,-37.87399,145.03586,21600,10300,1000
21085,54-Oberwyl/Toorak,-37.84904,145.0843,6600,11050,5300
19428,54-Through/Riversdale,-37.835324,145.093075,1700,#N/A,9550
19772,54-Through/Riversdale,-37.835535,145.093797,70300,43950,13300
18957,54-Toorak/Burke,-37.8458,145.05388,33450,72100,18150
19051,54-Toorak/Burke,-37.84561,145.05408,41150,15500,8150
20528,54-Wattletree/Glenferrie,-37.862194,145.028454,43050,67550,22700
20529,54-Wattletree/Glenferrie,-37.862477,145.028254,36400,9500,8150
4192,54-Wilkinson/Plenty,-37.72733,145.02001,16400,10200,13500
4501,54-Wilkinson/Plenty,-37.72771,145.01967,42550,11550,9650
4500,55-Albert/Plenty,-37.72557,145.02281,63800,29250,13500
18460,55-Balaclava/Normanby,-37.87449,145.03814,4100,#N/A,4900
21088,55-Beryl/Toorak,-37.84952,145.08726,15950,6250,2650
4191,55-Boldrewood/Plenty,-37.72528,145.0234,7050,14550,9650
19478,55-Cameron/Matthews,-37.72996,144.890243,30200,66900,51450
20531,55-Edsall/Glenferrie,-37.861214,145.028459,27000,9850,8000
18398,55-Fallon/Glenhuntly,-37.88811,145.03099,15250,10050,19850
19074,55-Fallon/Glenhuntly,-37.88793,145.03061,19950,44550,6800
19096,55-Gibbons/Church,-37.828768,144.997451,31750,7900,6000
19417,55-Hood/Whitehorse,-37.816188,145.109459,30100,8250,11300
19784,55-Hood/Whitehorse,-37.81634,145.109819,36850,4700,15700
20530,55-Llaneast/Glenferrie,-37.861068,145.028632,27350,28700,13450
17925,55-Lyric/Gordon,-37.782238,144.891154,5750,1700,1650
18498,55-Lyric/Gordon,-37.781946,144.891364,28000,14750,9700
18958,55-Middle/Burke,-37.84381,145.05426,18700,16350,6400
19050,55-Middle/Burke,-37.84366,145.05445,12950,4900,4800
18649,55-Normanby/Balaclava,-37.8742,145.03779,37800,7700,#N/A
18425,55-Sylverly/Hawthorn,-37.88273,145.02271,20100,12950,7950
19012,55-Sylverly/Hawthorn,-37.88245,145.02292,4050,14750,1100
21087,55-Through/Toorak,-37.84932,145.08672,1300,1550,#N/A
19427,55-Union/Riversdale,-37.8356,145.095336,2500,#N/A,4100
19773,55-Union/Riversdale,-37.835763,145.095815,17050,2450,8650
21090,56-Alfred/Toorak,-37.84985,145.09006,8700,7850,6650
18959,56-Anderson/Burke,-37.84186,145.05463,6400,5650,#N/A
19049,56-Anderson/Burke,-37.84159,145.05485,5650,1200,3700
21089,56-Barkly/Toorak,-37.84966,145.0896,3950,15050,#N/A
19011,56-Briggs/Hawthorn,-37.88487,145.02245,4850,6850,3300
18459,56-Caulfield Racecourse,-37.87536,145.0391,3750,6150,18700
19479,56-Earl/Matthews,-37.727324,144.890672,120750,80500,37900
19095,56-East Richmond Railway Station,-37.826615,144.997795,80250,17700,9800
17926,56-Edgewater Square,-37.784943,144.890622,26400,4700,8050
18499,56-Edgewater Square,-37.784445,144.890876,39200,43250,10850
19418,56-Elgar/Whitehorse,-37.816925,145.115591,106500,244950,111950
19783,56-Elgar/Whitehorse,-37.816884,145.114431,49100,6500,11750
19075,56-Kambrook/Glenhuntly,-37.88825,145.03308,8150,20250,6050
18399,56-Kean/Glenhuntly,-37.88842,145.03343,20050,28850,19650
18424,56-Lockhart/Hawthorn,-37.88458,145.02235,29600,12900,7600
4190,56-Loddon/Plenty,-37.72399,145.02785,43350,46350,16050
4499,56-Loddon/Plenty,-37.72452,145.02703,89650,50200,50400
20532,56-Malvern Tram Depot,-37.858848,145.029008,101950,96750,44600
20533,56-Malvern Tram Depot,-37.859034,145.028823,103200,17350,3600
19426,56-Warrigal/Riversdale,-37.835901,145.098104,850,#N/A,9900
19774,56-Warrigal/Riversdale,-37.836064,145.098392,19100,4850,14850
18457,57-Caulfield Railway Station,-37.8764,145.04189,255500,130950,75300
18651,57-Caulfield Railway Station,-37.87642,145.04165,86550,100200,10000
19076,57-Clarke/Glenhuntly,-37.8885,145.03511,7250,2000,1000
21091,57-Fairview/Toorak,-37.84998,145.09236,26350,13400,5300
19775,57-Glendale/Riversdale,-37.836273,145.100017,10050,8350,4950
18423,57-Glenhuntly/Hawthorn,-37.88699,145.02189,97750,62300,17400
19010,57-Glenhuntly/Hawthorn,-37.88666,145.0221,41000,47750,37950
19480,57-Hawker/Matthews,-37.723067,144.891387,90600,48850,47700
19674,57-Hawker/Matthews,-37.723121,144.891288,12100,5500,1750
20534,57-High/Glenferrie,-37.8565,145.029394,63450,45600,68350
20535,57-High/Glenferrie,-37.856827,145.029178,70350,3250,2900
18400,57-Laura/Glenhuntly,-37.88867,145.03549,8600,2700,8050
19782,57-Nelson/Whitehorse,-37.817418,145.118709,228000,89300,84850
18960,57-Pine/Burke,-37.84026,145.05494,6400,20750,4100
19048,57-Pine/Burke,-37.84006,145.05514,11250,13600,2050
21092,57-Queens/Toorak,-37.85016,145.09273,34750,33600,9100
4189,57-Reservoir District Secondary College,-37.72269,145.03007,7050,2900,12050
4498,57-Reservoir District Secondary College,-37.72267,145.03024,16700,73950,12850
18599,57-Swan/Church,-37.825783,144.997816,66200,88550,31350
19094,57-Swan/Church,-37.825552,144.998026,84050,43650,15650
17927,57-Titch/Gordon,-37.788644,144.889925,10350,6150,1350
18500,57-Titch/Gordon,-37.789005,144.890007,56950,35350,14500
17928,58-Ballarat/Gordon,-37.791282,144.889652,26400,10200,14250
18501,58-Ballarat/Gordon,-37.791069,144.889622,56000,87000,16800
20536,58-Bell/Glenferrie,-37.854095,145.029754,24950,46050,16400
18401,58-Booran/Glenhuntly,-37.88896,145.03781,105950,14800,15700
19077,58-Booran/Glenhuntly,-37.88879,145.03754,18150,17150,9250
19781,58-Box Hill Central,-37.817879,145.122349,963850,362600,233950
4188,58-Browning/Plenty,-37.71997,145.03695,2350,3950,9650
4497,58-Browning/Plenty,-37.72006,145.03696,27350,2900,4800
19047,58-Currajong/Burke,-37.83809,145.05552,7900,2450,3700
18652,58-Dandenong/Derby,-37.87571,145.04187,14150,21150,5100
18598,58-Gipps/Church,-37.824056,144.99816,7100,10500,6650
19093,58-Gipps/Church,-37.823728,144.998356,10650,20000,6650
18961,58-Leura/Burke,-37.83817,145.05535,11800,950,4100
19481,58-Marshall/Matthews,-37.718394,144.892082,75500,21300,42100
20537,58-Sorrett/Glenferrie,-37.854078,145.029608,30250,46050,16400
18422,58-Sycamore/Hawthorn,-37.88994,145.02133,34400,27450,8300
19009,58-Sycamore/Hawthorn,-37.88961,145.02155,3050,17700,3200
21093,58-Warrigal/Burwood,-37.85033,145.09546,126400,58450,20350
21094,58-Warrigal/Burwood,-37.85043,145.09588,28950,10800,2650
19776,58-Wattle Park,-37.83675,145.102608,14050,29650,4950
19482,59-Airport West,-37.71384,144.89056,498150,117850,93850
19777,59-Alandale/Riversdale,-37.837019,145.104804,31100,10200,4950
18456,59-Dandenong/Waverley,-37.87584,145.04507,29100,21200,11950
18653,59-Dandenong/Waverley,-37.87576,145.04495,8400,6850,10650
17929,59-Droop/Ballarat,-37.792585,144.89357,9650,4750,500
18505,59-Droop/Ballarat,-37.792316,144.893509,18350,6500,3450
21096,59-Gilmour/Burwood,-37.85078,145.09904,25500,5000,5800
20538,59-Malvern/Glenferrie,-37.85155,145.030146,32600,60650,48100
20539,59-Malvern/Glenferrie,-37.851888,145.029938,42900,3200,3200
18962,59-Pleasant/Burke,-37.83541,145.05586,7350,950,4100
4187,59-Preston Cemetery,-37.71898,145.03963,7050,21500,12200
4496,59-Preston Cemetery,-37.71904,145.03976,42550,23150,9650
18421,59-Princes Park,-37.89313,145.02073,42050,19500,6150
19008,59-Princes Park,-37.89304,145.0209,6050,#N/A,5450
19046,59-Seymour/Burke,-37.83519,145.05607,10700,3650,7050
21095,59-Somers/Burwood,-37.85066,145.09905,18850,45900,17000
18597,59-St Ignatius Church,-37.821842,144.998542,7100,4400,3300
19092,59-St Ignatius Church,-37.821745,144.998712,21300,12500,13250
18199,5-Bourke/William,-37.81587,144.95825,318500,139400,63250
18210,5-Bourke/William,-37.81544,144.95816,204200,90050,43600
17594,5-Elizabeth/Bourke,-37.81427,144.96339,1492900,779500,446050
17887,5-Elizabeth/Bourke,-37.814133,144.963374,1010400,550800,353200
17902,5-Elizabeth/Collins,-37.816344,144.963855,1809500,1694500,669950
17910,5-Elizabeth/Collins,-37.816228,144.963805,1667500,1052850,443500
18031,5-Elizabeth/La Trobe,-37.810291,144.96159,641750,309750,135050
18045,5-Elizabeth/La Trobe,-37.810354,144.961121,273850,175550,75000
17854,5-Melbourne Central Station,-37.810563,144.961433,1991550,1434800,505550
17873,5-Melbourne Central Station,-37.811106,144.961783,1006200,691750,413400
18090,5-Swanston/Flinders,-37.81757,144.966935,1419850,714750,255400
18175,5-Swanston/Flinders,-37.817723,144.96652,907250,624300,449400
19091,60-Abinger/Church,-37.820321,144.998959,42650,18750,8850
18455,60-Burke/Waverley,-37.87605,145.04833,34950,25100,11950
18654,60-Burke/Waverley,-37.87589,145.04805,2800,75300,2000
18963,60-Campbell/Burke,-37.83372,145.05618,6400,4700,1350
18420,60-Dover/Hawthorn,-37.89506,145.02037,19100,18050,8150
19007,60-Dover/Hawthorn,-37.89488,145.02055,1500,4350,3900
19779,60-Ferndale/Riversdale,-37.837234,145.106632,20100,20350,12350
18403,60-Glenhuntly Shops,-37.88939,145.04126,210900,86400,45950
19078,60-Glenhuntly Shops,-37.889246,145.040514,19050,15300,5450
4186,60-La Trobe University,-37.71681,145.04305,159350,87150,44700
4495,60-La Trobe University,-37.71682,145.04312,153600,132200,27100
21098,60-Millicent/Burwood,-37.85051,145.10216,17550,12850,19400
19045,60-Reserve/Burke,-37.83389,145.05631,17450,9200,6600
21097,60-Roslyn/Burwood,-37.85044,145.10209,7250,4650,#N/A
20540,60-Stonnington/Glenferrie,-37.849673,145.030503,13000,39000,5450
20541,60-Stonnington/Glenferrie,-37.849661,145.030363,11050,#N/A,3300
18506,60-Tiernan/Droop,-37.79462,144.895484,23600,27750,6700
18595,61-Bridge/Church,-37.818725,144.999082,19650,47400,16050
19090,61-Bridge/Church,-37.818428,144.999288,265250,135400,63600
4185,61-Bundoora Park,-37.71244,145.04643,40900,13600,7450
4494,61-Bundoora Park,-37.71331,145.04545,42150,27650,29800
19044,61-Camberwell Junction,-37.83109,145.05684,182250,112400,49400
19421,61-Elgar/Riversdale,-37.837643,145.110636,204650,150200,34700
17931,61-Geelong/Droop,-37.796796,144.897126,17750,9400,4350
18507,61-Geelong/Droop,-37.796141,144.896758,7850,1700,900
18404,61-Glenhuntly Railway Station,-37.88956,145.04284,125050,89650,40100
19079,61-Glenhuntly Railway Station,-37.88931,145.04182,46100,56200,7300
20542,61-Moorakyne/Glenferrie,-37.847732,145.030876,13000,#N/A,10950
20543,61-Moorakyne/Glenferrie,-37.847705,145.030736,22100,#N/A,#N/A
21099,61-Presbyterian Ladies College,-37.84997,145.10548,29000,27400,1950
21100,61-Presbyterian Ladies College,-37.85004,145.10574,159500,9300,9400
18419,61-Raynes/Hawthorn,-37.8967,145.02007,15300,33650,13600
18964,61-Riversdale/Burke,-37.8316,145.05658,18900,38800,13400
19006,61-Stone/Hawthorn,-37.89655,145.02025,1500,750,#N/A
18454,61-Tennyson/Waverley,-37.87638,145.05108,32600,4100,8750
18655,61-Tennyson/Waverley,-37.87625,145.05094,5600,20550,2000
18965,62-Camberwell Shopping Centre,-37.8302,145.05682,51050,15250,17400
21101,62-Elgar/Burwood,-37.84949,145.10882,63800,65250,20350
21102,62-Elgar/Burwood,-37.84959,145.10844,89350,30050,14550
18418,62-Gardenvale/Hawthorn,-37.8995,145.01953,13350,15900,3900
19005,62-Gardenvale/Hawthorn,-37.898973,145.019797,1500,750,#N/A
18405,62-Grange/Glenhuntly,-37.88983,145.04499,28650,16950,12400
19081,62-Grange/Glenhuntly,-37.88963,145.04459,24800,31100,6650
18594,62-Highett/Church,-37.815958,144.999575,6750,5450,7850
19089,62-Highett/Church,-37.815751,144.999772,40650,17600,26700
18453,62-Macgregor/Waverley,-37.87687,145.055,15150,10450,17250
4183,62-Metropolitan Fire Brigade,-37.71048,145.04899,25350,12800,13800
4493,62-Metropolitan Fire Brigade,-37.71055,145.0491,43800,25950,18700
17932,62-Nicholson/Hopkins,-37.799844,144.899732,78850,130650,40500
21103,63-Deakin University,-37.84999,145.11524,172550,158250,16750
21104,63-Deakin University,-37.85007,145.11523,157900,76000,17950
17933,63-Footscray Market,-37.800083,144.901057,132000,69450,45650
4182,63-Greenwood/Plenty,-37.70735,145.05224,4250,9150,#N/A
4492,63-Greenwood/Plenty,-37.70807,145.05163,36950,25600,9600
18452,63-Hughes/Waverley,-37.8771,145.05691,16300,10950,14600
19088,63-Kent/Church,-37.814328,145.000042,67700,58600,23550
18406,63-Maroona/Glenhuntly,-37.89014,145.04766,19100,12950,18750
19082,63-Maroona/Glenhuntly,-37.88994,145.04725,3550,8100,#N/A
18417,63-North/Hawthorn,-37.90157,145.01907,59250,24550,16950
19004,63-North/Hawthorn,-37.9012,145.01933,4550,1550,5050
18966,63-Prospect Hill/Burke,-37.82822,145.05722,27750,36300,9700
19043,63-Prospect Hill/Burke,-37.82797,145.05744,53350,36900,9250
20546,63-Toorak/Glenferrie,-37.843644,145.031654,1298850,737650,340700
20547,63-Toorak/Glenferrie,-37.843972,145.031434,788600,537850,255500
18593,63-Tweedie/Church,-37.814317,144.999884,2250,5450,#N/A
19087,64-Baker/Church,-37.812251,145.000429,60950,48850,19650
18967,64-Camberwell Station,-37.82605,145.05763,64550,92200,11600
19042,64-Camberwell Station,-37.82597,145.05783,87300,36250,12850
18451,64-Darling/Waverley,-37.87738,145.058885,223650,73000,33000
17934,64-Footscray Station,-37.801287,144.900944,361000,228300,110950
20549,64-Mernda/Glenferrie,-37.842474,145.031705,4450,2950,1500
18407,64-Mernda/Glenhuntly,-37.89042,145.0499,26450,28550,10900
19083,64-Mernda/Glenhuntly,-37.89024,145.04949,900,#N/A,#N/A
4181,64-Mount Cooper/Plenty,-37.70356,145.05609,21150,27850,14400
4491,64-Mount Cooper/Plenty,-37.7039,145.05586,75300,28200,10800
20548,64-Power/Glenferrie,-37.841838,145.031972,2600,8800,3000
21105,64-Station/Burwood,-37.85055,145.11933,67000,86600,45500
21106,64-Station/Burwood,-37.85061,145.12059,29000,43700,13250
18416,64-Taylor/Hawthorn,-37.90409,145.0186,24850,19950,11650
19003,64-Taylor/Hawthorn,-37.90378,145.01881,6050,#N/A,5000
18415,65-Davey/Hawthorn,-37.90657,145.01814,15300,23500,7750
19002,65-Davey/Hawthorn,-37.90637,145.01833,1500,#N/A,#N/A
4180,65-Grimshaw/Plenty,-37.70012,145.05818,9500,3400,3600
4490,65-Grimshaw/Plenty,-37.69982,145.05835,67100,57400,86250
20551,65-Kooyong Railway Station,-37.839311,145.032348,20000,8800,1650
18408,65-Mimosa/Glenhuntly,-37.89071,145.05219,27450,16850,19250
21107,65-Starling/Burwood,-37.85125,145.12601,24650,13800,18900
21108,65-Starling/Burwood,-37.85136,145.12632,49450,19750,34350
18968,65-Victoria/Burke,-37.82358,145.05813,5250,9300,#N/A
19041,65-Victoria/Burke,-37.82343,145.05831,14550,24450,5550
18591,65-Victoria/Church,-37.810724,145.000627,114650,66650,55450
20550,65-Warra/Glenferrie,-37.839947,145.032233,22250,22050,10950
19040,66-Canterbury/Burke,-37.8213,145.05871,33950,50950,14400
18409,66-Glenhuntly/Truganini,-37.89107,145.05405,21550,29450,25900
20552,66-Kooyong Tennis Centre,-37.838284,145.03259,10450,22050,3000
21109,66-Middleborough/Burwood,-37.85202,145.13184,100500,71850,26600
21110,66-Middleborough/Burwood,-37.85205,145.13329,61400,24900,8550
18969,66-Rathmines/Burke,-37.82148,145.0585,3000,1250,2200
4179,66-Settlement/Plenty,-37.69796,145.05885,4250,6250,1450
4489,66-Settlement/Plenty,-37.69827,145.05882,75300,31100,15900
19085,66-Truganini/Glenhuntly,-37.89078,145.05407,900,#N/A,850
18414,66-Union/Hawthorn,-37.90873,145.01777,32500,28600,6050
20553,66-Vision Australia,-37.838546,145.032402,6650,8800,4700
4178,67-Bundoora Square SC,-37.69553,145.05966,19000,38800,5400
4488,67-Bundoora Square SC,-37.69594,145.05958,89000,34750,23350
19039,67-Camberwell Girls Grammar,-37.81849,145.05921,39800,7950,28100
18410,67-Centre/Truganini,-37.8927,145.05437,6850,1900,19650
20554,67-Gardiner/Glenferrie,-37.835449,145.033095,31400,4400,10450
20555,67-Gardiner/Glenferrie,-37.835557,145.032938,15550,2950,4950
18413,67-Howell/Hawthorn,-37.91109,145.01739,38200,18650,9050
21111,67-Old Burwood/Burwood,-37.85145,145.13818,2200,1900,5550
21112,67-Old Burwood/Burwood,-37.85148,145.1383,21700,7700,3700
21113,68-Benwerrin Reserve,-37.85129,145.14188,8750,3050,2100
21114,68-Benwerrin Reserve,-37.85138,145.14198,48250,12500,16700
20556,68-Callantina/Glenferrie,-37.833224,145.033499,11750,3550,4200
20557,68-Callantina/Glenferrie,-37.833427,145.033303,10000,14700,1500
18411,68-Carnegie,-37.89395,145.05593,167500,107000,38300
